"category","question","answer"
"自我接纳","最近总是总觉得自己不够好，该如何调整？","可以先记录触发事件、想法和身体反应，再尝试自我同情练习。如果状态仍然明显，可以结合优点证据清单，把问题拆成一个今天能完成的小行动。若出现持续失眠、自伤想法或无法维持学习生活，应及时寻求专业帮助。"
"自我接纳","我遇到害怕失败怎么办？","可以先记录触发事件、想法和身体反应，再尝试优点证据清单。如果状态仍然明显，可以结合降低完美标准，把问题拆成一个今天能完成的小行动。若出现持续失眠、自伤想法或无法维持学习生活，应及时寻求专业帮助。"
"自我接纳","经常和别人比较时有没有简单方法？","可以先记录触发事件、想法和身体反应，再尝试降低完美标准。如果状态仍然明显，可以结合成长型思维，把问题拆成一个今天能完成的小行动。若出现持续失眠、自伤想法或无法维持学习生活，应及时寻求专业帮助。"
"自我接纳","最近总是自责明显，该如何调整？","可以先记录触发事件、想法和身体反应，再尝试成长型思维。如果状态仍然明显，可以结合友善自我对话，把问题拆成一个今天能完成的小行动。若出现持续失眠、自伤想法或无法维持学习生活，应及时寻求专业帮助。"
"自我接纳","我遇到不敢尝试怎么办？","可以先记录触发事件、想法和身体反应，再尝试友善自我对话。如果状态仍然明显，可以结合自我同情练习，把问题拆成一个今天能完成的小行动。若出现持续失眠、自伤想法或无法维持学习生活，应及时寻求专业帮助。"
"自我接纳","总觉得自己不够好时有没有简单方法？","可以先记录触发事件、想法和身体反应，再尝试自我同情练习。如果状态仍然明显，可以结合优点证据清单，把问题拆成一个今天能完成的小行动。若出现持续失眠、自伤想法或无法维持学习生活，应及时寻求专业帮助。"
"自我接纳","最近总是害怕失败，该如何调整？","可以先记录触发事件、想法和身体反应，再尝试优点证据清单。如果状态仍然明显，可以结合降低完美标准，把问题拆成一个今天能完成的小行动。若出现持续失眠、自伤想法或无法维持学习生活，应及时寻求专业帮助。"
"自我接纳","我遇到经常和别人比较怎么办？","可以先记录触发事件、想法和身体反应，再尝试降低完美标准。如果状态仍然明显，可以结合成长型思维，把问题拆成一个今天能完成的小行动。若出现持续失眠、自伤想法或无法维持学习生活，应及时寻求专业帮助。"
"自我接纳","自责明显时有没有简单方法？","可以先记录触发事件、想法和身体反应，再尝试成长型思维。如果状态仍然明显，可以结合友善自我对话，把问题拆成一个今天能完成的小行动。若出现持续失眠、自伤想法或无法维持学习生活，应及时寻求专业帮助。"
"自我接纳","最近总是不敢尝试，该如何调整？","可以先记录触发事件、想法和身体反应，再尝试友善自我对话。如果状态仍然明显，可以结合自我同情练习，把问题拆成一个今天能完成的小行动。若出现持续失眠、自伤想法或无法维持学习生活，应及时寻求专业帮助。"
"自我接纳","我遇到总觉得自己不够好怎么办？","可以先记录触发事件、想法和身体反应，再尝试自我同情练习。如果状态仍然明显，可以结合优点证据清单，把问题拆成一个今天能完成的小行动。若出现持续失眠、自伤想法或无法维持学习生活，应及时寻求专业帮助。"
"自我接纳","害怕失败时有没有简单方法？","可以先记录触发事件、想法和身体反应，再尝试优点证据清单。如果状态仍然明显，可以结合降低完美标准，把问题拆成一个今天能完成的小行动。若出现持续失眠、自伤想法或无法维持学习生活，应及时寻求专业帮助。"
"正念放松","我遇到注意力分散怎么办？","可以先记录触发事件、想法和身体反应，再尝试三分钟呼吸空间。如果状态仍然明显，可以结合五感落地法，把问题拆成一个今天能完成的小行动。若出现持续失眠、自伤想法或无法维持学习生活，应及时寻求专业帮助。"
"正念放松","身体紧绷时有没有简单方法？","可以先记录触发事件、想法和身体反应，再尝试五感落地法。如果状态仍然明显，可以结合身体扫描，把问题拆成一个今天能完成的小行动。若出现持续失眠、自伤想法或无法维持学习生活，应及时寻求专业帮助。"
"正念放松","最近总是情绪过载，该如何调整？","可以先记录触发事件、想法和身体反应，再尝试身体扫描。如果状态仍然明显，可以结合正念行走，把问题拆成一个今天能完成的小行动。若出现持续失眠、自伤想法或无法维持学习生活，应及时寻求专业帮助。"
"正念放松","我遇到无法安静下来怎么办？","可以先记录触发事件、想法和身体反应，再尝试正念行走。如果状态仍然明显，可以结合觉察呼吸，把问题拆成一个今天能完成的小行动。若出现持续失眠、自伤想法或无法维持学习生活，应及时寻求专业帮助。"
"正念放松","压力后难恢复时有没有简单方法？","可以先记录触发事件、想法和身体反应，再尝试觉察呼吸。如果状态仍然明显，可以结合三分钟呼吸空间，把问题拆成一个今天能完成的小行动。若出现持续失眠、自伤想法或无法维持学习生活，应及时寻求专业帮助。"
"正念放松","最近总是注意力分散，该如何调整？","可以先记录触发事件、想法和身体反应，再尝试三分钟呼吸空间。如果状态仍然明显，可以结合五感落地法，把问题拆成一个今天能完成的小行动。若出现持续失眠、自伤想法或无法维持学习生活，应及时寻求专业帮助。"
"正念放松","我遇到身体紧绷怎么办？","可以先记录触发事件、想法和身体反应，再尝试五感落地法。如果状态仍然明显，可以结合身体扫描，把问题拆成一个今天能完成的小行动。若出现持续失眠、自伤想法或无法维持学习生活，应及时寻求专业帮助。"
"正念放松","情绪过载时有没有简单方法？","可以先记录触发事件、想法和身体反应，再尝试身体扫描。如果状态仍然明显，可以结合正念行走，把问题拆成一个今天能完成的小行动。若出现持续失眠、自伤想法或无法维持学习生活，应及时寻求专业帮助。"
"正念放松","最近总是无法安静下来，该如何调整？","可以先记录触发事件、想法和身体反应，再尝试正念行走。如果状态仍然明显，可以结合觉察呼吸，把问题拆成一个今天能完成的小行动。若出现持续失眠、自伤想法或无法维持学习生活，应及时寻求专业帮助。"
"正念放松","我遇到压力后难恢复怎么办？","可以先记录触发事件、想法和身体反应，再尝试觉察呼吸。如果状态仍然明显，可以结合三分钟呼吸空间，把问题拆成一个今天能完成的小行动。若出现持续失眠、自伤想法或无法维持学习生活，应及时寻求专业帮助。"
"正念放松","注意力分散时有没有简单方法？","可以先记录触发事件、想法和身体反应，再尝试三分钟呼吸空间。如果状态仍然明显，可以结合五感落地法，把问题拆成一个今天能完成的小行动。若出现持续失眠、自伤想法或无法维持学习生活，应及时寻求专业帮助。"
"正念放松","最近总是身体紧绷，该如何调整？","可以先记录触发事件、想法和身体反应，再尝试五感落地法。如果状态仍然明显，可以结合身体扫描，把问题拆成一个今天能完成的小行动。若出现持续失眠、自伤想法或无法维持学习生活，应及时寻求专业帮助。"
"正念放松","我遇到情绪过载怎么办？","可以先记录触发事件、想法和身体反应，再尝试身体扫描。如果状态仍然明显，可以结合正念行走，把问题拆成一个今天能完成的小行动。若出现持续失眠、自伤想法或无法维持学习生活，应及时寻求专业帮助。"
"正念放松","无法安静下来时有没有简单方法？","可以先记录触发事件、想法和身体反应，再尝试正念行走。如果状态仍然明显，可以结合觉察呼吸，把问题拆成一个今天能完成的小行动。若出现持续失眠、自伤想法或无法维持学习生活，应及时寻求专业帮助。"
"正念放松","最近总是压力后难恢复，该如何调整？","可以先记录触发事件、想法和身体反应，再尝试觉察呼吸。如果状态仍然明显，可以结合三分钟呼吸空间，把问题拆成一个今天能完成的小行动。若出现持续失眠、自伤想法或无法维持学习生活，应及时寻求专业帮助。"
"正念放松","我遇到注意力分散怎么办？","可以先记录触发事件、想法和身体反应，再尝试三分钟呼吸空间。如果状态仍然明显，可以结合五感落地法，把问题拆成一个今天能完成的小行动。若出现持续失眠、自伤想法或无法维持学习生活，应及时寻求专业帮助。"
"正念放松","身体紧绷时有没有简单方法？","可以先记录触发事件、想法和身体反应，再尝试五感落地法。如果状态仍然明显，可以结合身体扫描，把问题拆成一个今天能完成的小行动。若出现持续失眠、自伤想法或无法维持学习生活，应及时寻求专业帮助。"
"危机识别与求助","我遇到持续绝望怎么办？","可以先记录触发事件、想法和身体反应，再尝试风险信号识别。如果状态仍然明显，可以结合安全计划，把问题拆成一个今天能完成的小行动。若出现持续失眠、自伤想法或无法维持学习生活，应及时寻求专业帮助。"
"危机识别与求助","自伤念头时有没有简单方法？","可以先记录触发事件、想法和身体反应，再尝试安全计划。如果状态仍然明显，可以结合联系可信任的人，把问题拆成一个今天能完成的小行动。若出现持续失眠、自伤想法或无法维持学习生活，应及时寻求专业帮助。"
"危机识别与求助","最近总是严重失眠，该如何调整？","可以先记录触发事件、想法和身体反应，再尝试联系可信任的人。如果状态仍然明显，可以结合学校心理中心预约，把问题拆成一个今天能完成的小行动。若出现持续失眠、自伤想法或无法维持学习生活，应及时寻求专业帮助。"
"危机识别与求助","我遇到惊恐发作频繁怎么办？","可以先记录触发事件、想法和身体反应，再尝试学校心理中心预约。如果状态仍然明显，可以结合紧急求助，把问题拆成一个今天能完成的小行动。若出现持续失眠、自伤想法或无法维持学习生活，应及时寻求专业帮助。"
"危机识别与求助","无法维持日常学习生活时有没有简单方法？","可以先记录触发事件、想法和身体反应，再尝试紧急求助。如果状态仍然明显，可以结合风险信号识别，把问题拆成一个今天能完成的小行动。若出现持续失眠、自伤想法或无法维持学习生活，应及时寻求专业帮助。"
"危机识别与求助","最近总是持续绝望，该如何调整？","可以先记录触发事件、想法和身体反应，再尝试风险信号识别。如果状态仍然明显，可以结合安全计划，把问题拆成一个今天能完成的小行动。若出现持续失眠、自伤想法或无法维持学习生活，应及时寻求专业帮助。"
"危机识别与求助","我遇到自伤念头怎么办？","可以先记录触发事件、想法和身体反应，再尝试安全计划。如果状态仍然明显，可以结合联系可信任的人，把问题拆成一个今天能完成的小行动。若出现持续失眠、自伤想法或无法维持学习生活，应及时寻求专业帮助。"
"危机识别与求助","严重失眠时有没有简单方法？","可以先记录触发事件、想法和身体反应，再尝试联系可信任的人。如果状态仍然明显，可以结合学校心理中心预约，把问题拆成一个今天能完成的小行动。若出现持续失眠、自伤想法或无法维持学习生活，应及时寻求专业帮助。"
"危机识别与求助","最近总是惊恐发作频繁，该如何调整？","可以先记录触发事件、想法和身体反应，再尝试学校心理中心预约。如果状态仍然明显，可以结合紧急求助，把问题拆成一个今天能完成的小行动。若出现持续失眠、自伤想法或无法维持学习生活，应及时寻求专业帮助。"
"危机识别与求助","我遇到无法维持日常学习生活怎么办？","可以先记录触发事件、想法和身体反应，再尝试紧急求助。如果状态仍然明显，可以结合风险信号识别，把问题拆成一个今天能完成的小行动。若出现持续失眠、自伤想法或无法维持学习生活，应及时寻求专业帮助。"
"危机识别与求助","持续绝望时有没有简单方法？","可以先记录触发事件、想法和身体反应，再尝试风险信号识别。如果状态仍然明显，可以结合安全计划，把问题拆成一个今天能完成的小行动。若出现持续失眠、自伤想法或无法维持学习生活，应及时寻求专业帮助。"
"危机识别与求助","最近总是自伤念头，该如何调整？","可以先记录触发事件、想法和身体反应，再尝试安全计划。如果状态仍然明显，可以结合联系可信任的人，把问题拆成一个今天能完成的小行动。若出现持续失眠、自伤想法或无法维持学习生活，应及时寻求专业帮助。"
"危机识别与求助","我遇到严重失眠怎么办？","可以先记录触发事件、想法和身体反应，再尝试联系可信任的人。如果状态仍然明显，可以结合学校心理中心预约，把问题拆成一个今天能完成的小行动。若出现持续失眠、自伤想法或无法维持学习生活，应及时寻求专业帮助。"
"危机识别与求助","惊恐发作频繁时有没有简单方法？","可以先记录触发事件、想法和身体反应，再尝试学校心理中心预约。如果状态仍然明显，可以结合紧急求助，把问题拆成一个今天能完成的小行动。若出现持续失眠、自伤想法或无法维持学习生活，应及时寻求专业帮助。"
